tess_33865374_3_4_2.h5,0
tess_92984745_3_1_2.h5,0
tess_348898134_3_4_4.h5,0
tess_266769586_3_2_3.h5,0
tess_281976016_3_4_3.h5,0
tess_150320469_3_4_4.h5,0
tess_184728777_3_1_1.h5,0
tess_287203082_3_1_2.h5,0
tess_439495205_3_1_2.h5,0
tess_67590023_3_2_4.h5,0
tess_268652452_3_1_1.h5,0
tess_41898585_3_2_1.h5,0
tess_299199956_3_1_2.h5,0
tess_344319870_3_1_4.h5,0
tess_287873287_3_4_3.h5,0
tess_408014319_3_1_4.h5,0
tess_166971380_3_4_3.h5,0
tess_260369077_3_4_4.h5,0
tess_25385299_3_1_2.h5,0
tess_146248264_3_2_2.h5,0
tess_92156243_3_1_4.h5,0
tess_339767669_3_4_4.h5,0
tess_28000133_3_1_1.h5,0
tess_177115001_3_4_3.h5,0
tess_439489060_3_1_1.h5,0
tess_152289285_3_2_1.h5,0
tess_300971426_3_4_3.h5,0
tess_244178493_3_1_4.h5,0
tess_28054497_3_1_1.h5,0
tess_382157217_3_4_1.h5,0
tess_268536544_3_1_1.h5,0
tess_229096918_3_2_1.h5,0
tess_11488222_3_2_4.h5,0
tess_37717458_3_1_4.h5,0
tess_238197343_5_4_3.h5,0
tess_62423348_3_1_2.h5,0
tess_114502044_3_1_1.h5,0
tess_350477909_3_4_1.h5,0
tess_92231002_3_1_1.h5,0
tess_197809574_3_3_3.h5,0
tess_141186926_3_4_3.h5,0
tess_373779556_3_4_2.h5,0
tess_141944451_3_4_3.h5,0
tess_423663114_3_1_1.h5,0
tess_272471694_3_4_3.h5,0
tess_141975148_3_4_3.h5,0
tess_167202254_3_4_3.h5,0
tess_184450380_3_1_4.h5,0
tess_391891606_5_4_4.h5,0
tess_40601527_3_4_2.h5,0
tess_92223835_3_1_1.h5,0
tess_49595929_3_2_2.h5,0
tess_150357902_3_4_4.h5,0
tess_91527552_3_2_2.h5,0
tess_301052814_3_1_4.h5,0
tess_63907355_3_1_1.h5,0
tess_375222509_3_4_3.h5,0
tess_268536686_3_1_1.h5,0
tess_388181195_3_4_3.h5,0
tess_287952813_3_4_3.h5,0
tess_248988750_3_1_3.h5,0
tess_141711347_3_4_3.h5,0
tess_268634766_3_1_1.h5,0
tess_279475214_3_4_4.h5,0
tess_408106590_3_1_3.h5,0
tess_220566742_3_3_3.h5,0
tess_237940182_3_3_3.h5,0
tess_98659526_3_1_1.h5,0
tess_149301594_3_4_1.h5,0
tess_40083519_3_1_4.h5,0
tess_11570184_3_2_4.h5,0
tess_177255227_3_4_3.h5,0
tess_28043061_3_1_1.h5,0
tess_43375507_3_1_1.h5,0
tess_382265654_3_4_1.h5,0
tess_266736522_3_1_2.h5,0
tess_142016447_3_4_3.h5,0
tess_141976307_3_4_3.h5,0
tess_40085253_3_1_4.h5,0
tess_241713335_3_1_3.h5,0
tess_294324353_3_4_4.h5,0
tess_184449028_3_1_4.h5,0
