tess_100014454_2_2_2.h5,0
tess_100014634_2_2_2.h5,1
tess_370326654_2_4_2.h5,0
tess_370326787_2_4_2.h5,0
tess_370326817_2_4_2.h5,0
tess_370327301_1_3_3.h5,0
tess_370327409_1_3_3.h5,0
tess_304093752_2_3_3.h5,0
tess_304094017_2_3_3.h5,0
tess_144313132_2_2_4.h5,0
tess_144313310_2_2_4.h5,0
tess_469971590_2_3_2.h5,0
tess_469971815_2_3_2.h5,0
tess_238183201_1_3_3.h5,0
tess_12996524_2_1_1.h5,0
tess_166839052_2_3_1.h5,0
tess_69926852_2_1_4.h5,0
tess_41859969_2_2_2.h5,0
tess_41860304_2_2_2.h5,0
tess_350622733_2_4_4.h5,0
tess_350622984_1_4_4.h5,0
tess_350622984_2_4_4.h5,0
tess_350623135_1_4_4.h5,0
tess_255616224_2_4_4.h5,1
tess_255616365_2_4_4.h5,0
tess_255616545_2_4_4.h5,0
tess_150439715_1_4_4.h5,0
tess_150439974_1_4_4.h5,0
tess_150440079_1_4_4.h5,0
tess_150440079_2_4_4.h5,0
tess_206506453_1_1_3.h5,0
tess_206506755_1_1_3.h5,0
tess_206507034_1_1_3.h5,0
tess_206507138_1_1_3.h5,0
tess_234306216_2_3_3.h5,0
tess_8990567_2_1_3.h5,0
tess_358287499_2_3_4.h5,0
tess_141273710_1_4_2.h5,0
tess_179380576_2_4_2.h5,0
tess_179437277_1_4_1.h5,0
tess_224286005_2_2_4.h5,0
tess_224286306_2_2_4.h5,0
tess_224286352_2_2_4.h5,0
tess_224286612_2_2_4.h5,0
tess_224286735_2_2_4.h5,0
tess_270538996_1_1_3.h5,0
tess_382534970_2_2_2.h5,0
tess_403192908_1_2_4.h5,0
tess_300603479_1_4_3.h5,0
tess_300603484_1_4_3.h5,0
tess_300604036_2_4_3.h5,0
tess_118328360_2_2_3.h5,0
tess_118328470_2_2_3.h5,0
tess_118328622_2_2_3.h5,0
tess_309792043_2_4_1.h5,0
tess_149253984_1_4_4.h5,1
tess_149268978_1_4_1.h5,0
tess_149268978_2_4_1.h5,0
tess_441050093_1_1_3.h5,0
tess_441050836_1_1_3.h5,0
tess_159670526_1_1_1.h5,0
tess_159671085_1_1_1.h5,0
tess_197691162_1_1_2.h5,0
tess_52079142_2_3_2.h5,0
tess_169765815_2_1_3.h5,0
tess_321929385_2_2_1.h5,0
tess_281727592_2_3_2.h5,0
tess_281727730_1_3_1.h5,0
tess_281727730_2_3_2.h5,0
tess_260077825_2_4_4.h5,0
tess_260078030_1_4_4.h5,0
tess_372911993_1_4_3.h5,0
tess_399576995_2_1_4.h5,0
tess_399577461_2_1_4.h5,0
tess_231866814_2_3_2.h5,0
tess_231867129_2_3_2.h5,0
tess_231867405_2_3_2.h5,0
tess_29759999_2_4_2.h5,0
tess_302296418_1_1_4.h5,0
tess_141811748_1_4_2.h5,1
tess_279314967_1_1_2.h5,0
tess_279315217_1_1_2.h5,0
tess_235006816_1_2_2.h5,0
tess_235006936_1_2_2.h5,0
tess_235006951_1_2_2.h5,0
tess_204448574_1_1_2.h5,0
tess_111223264_2_1_4.h5,0
tess_79424791_1_2_4.h5,1
tess_79424807_1_2_4.h5,1
tess_114819301_2_1_2.h5,1
tess_114819439_2_1_2.h5,0
tess_114819603_2_1_2.h5,0
tess_114819776_2_1_2.h5,0
tess_307158324_2_4_3.h5,0
tess_307159162_2_4_3.h5,0
tess_262787813_1_2_2.h5,0
tess_183642591_2_3_3.h5,0
tess_183645021_1_3_3.h5,0
tess_183645169_2_3_3.h5,0
tess_350031268_1_4_3.h5,0
tess_350092020_1_4_3.h5,0
tess_350092020_2_4_3.h5,0
